customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-00047,Female,55-64,33,Month-to-month,Credit card,61.52,2029.59,Fiber optic,0,Churned,Competitor offer,25-48 months,61.52,738.24,2029.59
CUST-01310,Male,45-54,18,One year,Bank transfer,62.01,1100.01,Fiber optic,2,Churned,Competitor offer,13-24 months,62.01,744.12,1100.01
CUST-00992,Male,25-34,4,Month-to-month,Electronic check,79.22,272.93,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,272.93
CUST-00877,Male,25-34,13,Month-to-month,Bank transfer,74.91,911.91,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,911.91
CUST-00774,Female,45-54,26,One year,Electronic check,82.62,2124.6,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2124.6
CUST-00005,Female,35-44,45,One year,Bank transfer,95.78,4310.14,Fiber optic,1,Churned,Moved location,25-48 months,95.78,1149.36,4310.14
CUST-01004,Male,65+,30,Month-to-month,Unknown,48.85,1501.53,DSL,2,Churned,Price too high,25-48 months,48.85,586.2,1501.53
CUST-01321,Female,55-64,37,One year,Electronic check,71.65,2625.75,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2625.75
CUST-00264,Male,35-44,15,Month-to-month,Credit card,18.99,270.1,,0,Churned,Competitor offer,13-24 months,18.99,227.88,270.1
CUST-01200,Female,45-54,20,One year,Credit card,30.21,641.19,,2,Stayed,Not churned,13-24 months,0.0,0.0,641.19
CUST-01389,Male,55-64,5,Month-to-month,Electronic check,79.21,343.28,Fiber optic,2,Stayed,Not churned,0-6 months,0.0,0.0,343.28
CUST-00444,Female,45-54,9,Two year,Bank transfer,70.17,574.86,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,574.86
CUST-01003,Male,35-44,40,One year,Credit card,77.55,3161.93,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,3161.93
CUST-01078,Male,45-54,1,Month-to-month,Mailed check,32.68,32.68,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,32.68
CUST-00838,Female,35-44,9,Month-to-month,Bank transfer,46.93,433.75,DSL,0,Churned,Price too high,7-12 months,46.93,563.16,433.75
CUST-01359,Female,18-24,50,One year,Credit card,66.78,3317.71,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3317.71
CUST-00305,Male,35-44,16,Month-to-month,Electronic check,82.51,1315.24,Fiber optic,1,Churned,Competitor offer,13-24 months,82.51,990.12,1315.24
CUST-01190,Male,35-44,35,One year,Electronic check,59.29,2013.0,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,2013.0
CUST-00314,Male,18-24,7,Month-to-month,Bank transfer,76.3,591.47,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,591.47
CUST-00150,Female,45-54,33,Month-to-month,Credit card,29.11,994.81,,1,Stayed,Not churned,25-48 months,0.0,0.0,994.81
CUST-01149,Male,35-44,41,One year,Electronic check,63.83,2614.25,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2614.25
CUST-00575,Male,55-64,52,Two year,Mailed check,87.91,4535.0,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,4535.0
CUST-00051,Male,65+,2,Month-to-month,Mailed check,46.28,46.9,DSL,0,Churned,Price too high,0-6 months,46.28,555.36,46.9
CUST-01324,Female,25-34,9,Month-to-month,Electronic check,49.85,479.47,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,479.47
CUST-00727,Female,25-34,9,Month-to-month,Bank transfer,83.73,796.36,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,796.36
CUST-00834,Female,45-54,31,Month-to-month,Credit card,38.07,1244.25,,0,Stayed,Not churned,25-48 months,0.0,0.0,1244.25
CUST-01116,Male,25-34,24,Month-to-month,Electronic check,18.99,455.58,,0,Stayed,Not churned,13-24 months,0.0,0.0,455.58
CUST-00471,Female,18-24,3,Month-to-month,Bank transfer,61.74,177.64,DSL,1,Stayed,Not churned,0-6 months,0.0,0.0,177.64
CUST-00972,Male,65+,51,One year,Credit card,73.46,3715.83,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,3715.83
CUST-00654,Male,55-64,22,Month-to-month,Electronic check,63.71,1388.15,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1388.15
CUST-00400,Male,45-54,29,One year,Mailed check,39.9,1161.68,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1161.68
CUST-00512,Female,18-24,5,Month-to-month,Electronic check,66.19,371.9,DSL,0,Churned,Temporary need ended,0-6 months,66.19,794.28,371.9
CUST-00321,Male,25-34,48,One year,Credit card,36.3,1744.84,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1744.84
CUST-00020,Female,55-64,20,One year,Credit card,70.81,1484.91,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1484.91
CUST-00685,Male,45-54,12,One year,Electronic check,52.2,643.13,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,643.13
CUST-00036,Male,25-34,7,Month-to-month,Bank transfer,88.06,668.85,Fiber optic,1,Churned,Competitor offer,7-12 months,88.06,1056.72,668.85
CUST-00903,Female,35-44,41,Two year,Mailed check,51.68,2060.03,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2060.03
CUST-00828,Female,18-24,20,Month-to-month,Credit card,65.13,1326.64,Fiber optic,1,Churned,Competitor offer,13-24 months,65.13,781.56,1326.64
CUST-00408,Female,35-44,39,Two year,Credit card,68.79,2697.82,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2697.82
CUST-00921,Male,25-34,36,Two year,Credit card,36.97,1316.56,,0,Stayed,Not churned,25-48 months,0.0,0.0,1316.56
CUST-00538,Female,25-34,27,Month-to-month,Mailed check,45.45,1216.53,,0,Churned,Temporary need ended,25-48 months,45.45,545.4,1216.53
CUST-00759,Male,25-34,5,Month-to-month,Bank transfer,44.27,221.01,,0,Stayed,Not churned,0-6 months,0.0,0.0,221.01
CUST-01063,Male,18-24,37,One year,Credit card,50.54,1863.13,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1863.13
CUST-00246,Male,35-44,22,Month-to-month,Credit card,56.76,1240.01,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1240.01
CUST-01128,Female,45-54,72,Two year,Bank transfer,50.82,3666.74,Fiber optic,3,Stayed,Not churned,49+ months,0.0,0.0,3666.74
CUST-00785,Female,25-34,22,Two year,Bank transfer,36.88,849.95,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,849.95
CUST-00490,Male,45-54,30,Month-to-month,Electronic check,52.98,1579.74,DSL,0,Churned,Temporary need ended,25-48 months,52.98,635.76,1579.74
CUST-00155,Male,18-24,3,Month-to-month,Bank transfer,94.31,201.52,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,201.52
CUST-00962,Male,55-64,24,Month-to-month,Credit card,63.14,1525.85,Fiber optic,1,Churned,Price too high,13-24 months,63.14,757.68,1525.85
CUST-00854,Male,55-64,67,Two year,Bank transfer,42.6,2751.06,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2751.06
CUST-00626,Female,45-54,29,Month-to-month,Electronic check,64.69,1810.11,Fiber optic,0,Churned,Price too high,25-48 months,64.69,776.28,1810.11
CUST-00686,Male,55-64,7,One year,Mailed check,70.68,503.11,Fiber optic,2,Churned,Competitor offer,7-12 months,70.68,848.16,503.11
CUST-00570,Female,35-44,42,Two year,Credit card,66.63,2810.04,Fiber optic,0,Churned,Product dissatisfaction,25-48 months,66.63,799.56,2810.04
CUST-01446,Female,25-34,49,Two year,Bank transfer,55.83,2705.33,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,2705.33
CUST-00018,Male,55-64,13,Month-to-month,Electronic check,81.91,1055.2,DSL,2,Churned,Price too high,13-24 months,81.91,982.92,1055.2
CUST-00128,Male,35-44,2,Month-to-month,Bank transfer,76.21,156.15,Fiber optic,0,Churned,Competitor offer,0-6 months,76.21,914.52,156.15
CUST-01494,Female,35-44,69,Two year,Bank transfer,37.8,2557.38,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2557.38
CUST-00928,Male,65+,51,One year,Credit card,37.94,1956.85,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,1956.85
CUST-00981,Female,25-34,60,Two year,Electronic check,51.95,3125.82,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3125.82
CUST-01490,Female,55-64,31,One year,Electronic check,43.35,1312.01,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1312.01
CUST-00191,Female,25-34,9,Month-to-month,Bank transfer,64.56,637.12,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,637.12
CUST-01140,Male,45-54,47,One year,Credit card,74.96,3485.34,Fiber optic,2,Churned,Moved location,25-48 months,74.96,899.52,3485.34
CUST-00993,Female,45-54,16,One year,Bank transfer,57.68,890.49,Fiber optic,4,Stayed,Not churned,13-24 months,0.0,0.0,890.49
CUST-01484,Female,55-64,31,One year,Credit card,46.32,1418.36,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1418.36
CUST-01270,Female,45-54,72,Two year,Mailed check,66.29,4719.92,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4719.92
CUST-00607,Female,55-64,47,Two year,Bank transfer,59.67,2749.73,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2749.73
CUST-00181,Female,35-44,14,Month-to-month,Credit card,39.21,547.14,DSL,0,Churned,Competitor offer,13-24 months,39.21,470.52,547.14
CUST-00302,Male,45-54,72,Two year,Credit card,40.25,2953.15,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,2953.15
CUST-00497,Male,65+,14,Two year,Credit card,73.36,1084.66,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1084.66
CUST-01311,Female,25-34,8,Month-to-month,Credit card,42.31,336.7,,0,Stayed,Not churned,7-12 months,0.0,0.0,336.7
CUST-01275,Female,35-44,34,One year,Credit card,108.61,3765.56,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,3765.56
CUST-01353,Female,25-34,14,Month-to-month,Electronic check,74.03,977.67,DSL,1,Churned,Competitor offer,13-24 months,74.03,888.36,977.67
CUST-00518,Male,55-64,8,Month-to-month,Credit card,63.62,553.7,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,553.7
CUST-01070,Female,55-64,37,Two year,Mailed check,67.08,2463.34,Fiber optic,0,Churned,Product dissatisfaction,25-48 months,67.08,804.96,2463.34
CUST-00477,Female,25-34,54,Two year,Credit card,29.6,1522.66,DSL,2,Stayed,Not churned,49+ months,0.0,0.0,1522.66
CUST-00158,Male,25-34,3,Month-to-month,Bank transfer,51.85,115.23,DSL,0,Churned,Competitor offer,0-6 months,51.85,622.2,115.23
CUST-01196,Male,35-44,19,Month-to-month,Credit card,41.94,838.14,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,838.14
CUST-00017,Female,45-54,11,One year,Bank transfer,71.72,820.6,Fiber optic,2,Stayed,Not churned,7-12 months,0.0,0.0,820.6
CUST-01073,Female,25-34,49,One year,Electronic check,27.68,1367.79,DSL,0,Churned,Moved location,49+ months,27.68,332.16,1367.79
CUST-01497,Male,25-34,22,Month-to-month,Bank transfer,94.93,2053.32,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,2053.32
CUST-00547,Female,18-24,2,Month-to-month,Bank transfer,58.45,121.44,DSL,1,Churned,Temporary need ended,0-6 months,58.45,701.4,121.44
CUST-00659,Male,35-44,20,One year,Bank transfer,62.78,1264.56,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1264.56
CUST-01244,Male,25-34,19,Month-to-month,Mailed check,54.41,1084.19,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1084.19
CUST-01020,Female,45-54,24,Month-to-month,Electronic check,54.74,1308.51,DSL,2,Churned,Price too high,13-24 months,54.74,656.88,1308.51
CUST-01434,Male,35-44,46,Two year,Mailed check,61.21,2836.71,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,2836.71
CUST-00960,Male,35-44,17,Month-to-month,Mailed check,35.41,559.08,,0,Stayed,Not churned,13-24 months,0.0,0.0,559.08
CUST-01429,Male,45-54,18,Month-to-month,Electronic check,70.32,1200.51,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1200.51
CUST-00284,Female,45-54,70,Two year,Credit card,30.04,2080.28,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,2080.28
CUST-00798,Male,18-24,18,Month-to-month,Bank transfer,51.27,917.26,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,917.26
CUST-00226,Female,18-24,47,Two year,Credit card,45.59,2169.14,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,2169.14
CUST-00027,Female,25-34,25,Two year,Electronic check,18.99,528.95,,3,Churned,Moved location,25-48 months,18.99,227.88,528.95
CUST-00438,Male,55-64,33,One year,Bank transfer,60.19,1989.11,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1989.11
CUST-01478,Male,18-24,13,Month-to-month,Credit card,88.19,1194.19,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1194.19
CUST-00230,Male,45-54,5,Month-to-month,Credit card,73.19,434.79,Fiber optic,2,Churned,Price too high,0-6 months,73.19,878.28,434.79
CUST-00038,Female,45-54,46,Two year,Electronic check,18.99,914.13,,0,Stayed,Not churned,25-48 months,0.0,0.0,914.13
CUST-00750,Male,25-34,14,Two year,Bank transfer,56.52,775.7,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,775.7
CUST-01046,Male,35-44,8,Month-to-month,Credit card,63.74,516.7,Fiber optic,1,Churned,Competitor offer,7-12 months,63.74,764.88,516.7
CUST-00470,Male,18-24,1,Month-to-month,Bank transfer,61.87,113.6,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,113.6
CUST-01470,Male,35-44,59,Two year,Electronic check,66.07,3932.59,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,3932.59
CUST-01493,Female,35-44,23,One year,Bank transfer,87.66,1988.26,Fiber optic,2,Churned,Competitor offer,13-24 months,87.66,1051.92,1988.26
CUST-00688,Female,45-54,20,Month-to-month,Bank transfer,70.48,1423.02,Fiber optic,0,Churned,Competitor offer,13-24 months,70.48,845.76,1423.02
CUST-01398,Female,25-34,10,Month-to-month,Bank transfer,53.04,503.71,,0,Churned,Price too high,7-12 months,53.04,636.48,503.71
CUST-00640,Female,55-64,12,Month-to-month,Mailed check,80.79,967.38,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,967.38
CUST-01314,Male,25-34,47,Two year,Credit card,71.57,3368.4,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,3368.4
CUST-01219,Male,55-64,27,One year,Credit card,18.99,526.45,,0,Stayed,Not churned,25-48 months,0.0,0.0,526.45
CUST-01159,Male,25-34,60,Two year,Mailed check,72.44,4390.93,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4390.93
CUST-00801,Male,55-64,41,Month-to-month,Electronic check,88.85,3698.09,Fiber optic,3,Churned,Price too high,25-48 months,88.85,1066.2,3698.09
CUST-00161,Female,45-54,20,Month-to-month,Bank transfer,64.48,1375.73,Fiber optic,3,Churned,Price too high,13-24 months,64.48,773.76,1375.73
CUST-00957,Male,35-44,34,Two year,Bank transfer,32.84,1177.6,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1177.6
CUST-01187,Male,25-34,6,Month-to-month,Bank transfer,18.99,135.29,DSL,1,Churned,Price too high,0-6 months,18.99,227.88,135.29
CUST-00822,Female,45-54,38,Month-to-month,Credit card,50.48,1925.88,DSL,0,Churned,Price too high,25-48 months,50.48,605.76,1925.88
CUST-01290,Female,65+,72,Two year,Credit card,25.15,1877.33,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,1877.33
CUST-00878,Male,45-54,70,Two year,Bank transfer,60.26,4202.38,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4202.38
CUST-00914,Female,18-24,51,Two year,Credit card,52.24,2622.45,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,2622.45
CUST-00153,Female,25-34,45,One year,Bank transfer,57.61,2560.71,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2560.71
CUST-01393,Female,45-54,12,One year,Bank transfer,50.14,610.29,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,610.29
CUST-00510,Male,35-44,11,Month-to-month,Bank transfer,35.88,394.0,DSL,1,Churned,Competitor offer,7-12 months,35.88,430.56,394.0
CUST-01136,Female,45-54,11,Month-to-month,Credit card,46.31,569.26,DSL,2,Churned,Temporary need ended,7-12 months,46.31,555.72,569.26
CUST-01251,Male,35-44,11,Month-to-month,Credit card,58.63,598.85,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,598.85
CUST-01277,Female,18-24,8,Month-to-month,Electronic check,82.35,710.3,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,710.3
CUST-00104,Female,35-44,27,Month-to-month,Bank transfer,18.99,530.27,,0,Churned,Price too high,25-48 months,18.99,227.88,530.27
CUST-00587,Female,25-34,15,Month-to-month,Electronic check,54.97,846.64,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,846.64
CUST-01348,Female,25-34,7,One year,Electronic check,74.34,461.85,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,461.85
CUST-01144,Male,45-54,36,Two year,Bank transfer,31.41,1133.96,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1133.96
CUST-00054,Male,55-64,18,Month-to-month,Electronic check,69.64,1281.23,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1281.23
CUST-00152,Female,25-34,27,Month-to-month,Electronic check,44.71,1197.3,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1197.3
CUST-00404,Male,18-24,13,Month-to-month,Credit card,26.08,400.7,,2,Stayed,Not churned,13-24 months,0.0,0.0,400.7
CUST-01475,Female,35-44,19,One year,Credit card,60.84,1136.77,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1136.77
CUST-00208,Male,25-34,17,One year,Credit card,60.67,1045.77,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1045.77
CUST-01437,Female,45-54,26,Month-to-month,Electronic check,83.63,2147.97,Fiber optic,1,Churned,Price too high,25-48 months,83.63,1003.56,2147.97
CUST-01123,Male,35-44,27,One year,Electronic check,53.45,1408.06,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1408.06
CUST-01492,Female,55-64,29,One year,Bank transfer,60.88,1715.2,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1715.2
CUST-00009,Male,45-54,9,One year,Bank transfer,44.4,429.39,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,429.39
CUST-01015,Male,45-54,35,One year,Unknown,56.11,1936.29,DSL,2,Churned,Competitor offer,25-48 months,56.11,673.32,1936.29
CUST-01363,Male,65+,17,One year,Credit card,18.99,279.66,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,279.66
CUST-01061,Male,45-54,9,Month-to-month,Bank transfer,35.25,300.0,,2,Stayed,Not churned,7-12 months,0.0,0.0,300.0
CUST-00453,Female,45-54,20,One year,Bank transfer,64.72,1345.69,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1345.69
CUST-00254,Female,25-34,15,Month-to-month,Bank transfer,56.93,859.52,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,859.52
CUST-00897,Female,25-34,13,Month-to-month,Credit card,46.24,602.17,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,602.17
CUST-01328,Male,25-34,49,Two year,Unknown,44.29,2248.45,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2248.45
CUST-00881,Female,55-64,1,Month-to-month,Credit card,46.48,46.48,DSL,0,Churned,Price too high,0-6 months,46.48,557.76,46.48
CUST-00624,Female,35-44,29,Two year,Bank transfer,57.63,1729.05,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1729.05
CUST-00346,Male,25-34,15,One year,Bank transfer,68.79,1039.57,Fiber optic,0,Churned,Product dissatisfaction,13-24 months,68.79,825.48,1039.57
CUST-01306,Male,65+,7,Month-to-month,Credit card,44.36,364.47,,1,Stayed,Not churned,7-12 months,0.0,0.0,364.47
CUST-00263,Female,25-34,3,Month-to-month,Electronic check,77.01,259.33,Fiber optic,0,Churned,Price too high,0-6 months,77.01,924.12,259.33
CUST-00151,Male,18-24,12,One year,Credit card,33.81,429.78,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,429.78
CUST-00473,Female,25-34,38,One year,Bank transfer,51.01,1954.83,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1954.83
CUST-00641,Female,55-64,26,Month-to-month,Bank transfer,56.42,1471.29,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1471.29
CUST-01430,Male,35-44,72,Two year,Electronic check,37.72,2755.57,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,2755.57
CUST-00551,Male,35-44,25,Two year,Credit card,71.44,1727.51,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,1727.51
CUST-00929,Male,25-34,47,One year,Electronic check,39.3,1885.97,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1885.97
CUST-00489,Male,35-44,11,Month-to-month,Electronic check,77.34,821.08,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,821.08
CUST-01376,Male,35-44,9,Month-to-month,Credit card,74.45,632.71,Fiber optic,0,Churned,Price too high,7-12 months,74.45,893.4,632.71
CUST-01172,Male,35-44,72,Two year,Credit card,18.99,1378.56,,3,Stayed,Not churned,49+ months,0.0,0.0,1378.56
CUST-00147,Male,25-34,72,Two year,Electronic check,51.62,3731.55,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,3731.55
CUST-00403,Female,45-54,72,Two year,Credit card,65.79,4795.08,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4795.08
CUST-00955,Female,35-44,41,Month-to-month,Electronic check,62.99,2612.16,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,2612.16
CUST-01425,Male,35-44,16,Month-to-month,Credit card,54.52,930.4,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,930.4
CUST-00660,Male,45-54,28,Two year,Credit card,80.02,2272.61,Fiber optic,1,Churned,Product dissatisfaction,25-48 months,80.02,960.24,2272.61
CUST-00464,Male,35-44,27,One year,Electronic check,79.87,2212.21,Fiber optic,1,Churned,Product dissatisfaction,25-48 months,79.87,958.44,2212.21
CUST-00187,Male,55-64,16,Month-to-month,Credit card,60.58,961.1,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,961.1
CUST-01148,Male,35-44,17,Month-to-month,Electronic check,74.23,1282.31,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1282.31
CUST-01225,Female,35-44,41,One year,Credit card,21.9,854.28,,0,Stayed,Not churned,25-48 months,0.0,0.0,854.28
CUST-00609,Female,25-34,23,Two year,Electronic check,18.99,446.2,,0,Stayed,Not churned,13-24 months,0.0,0.0,446.2
CUST-00144,Female,45-54,13,Month-to-month,Credit card,26.9,387.17,,1,Stayed,Not churned,13-24 months,0.0,0.0,387.17
CUST-00752,Male,55-64,64,Two year,Mailed check,28.3,1793.8,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,1793.8
CUST-00982,Male,55-64,51,Two year,Credit card,48.43,2528.58,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2528.58
CUST-00198,Male,25-34,57,Two year,Bank transfer,58.05,3328.41,DSL,1,Churned,Competitor offer,49+ months,58.05,696.6,3328.41
CUST-00884,Female,35-44,24,Month-to-month,Credit card,80.97,2018.02,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,2018.02
CUST-00280,Male,55-64,52,Two year,Credit card,74.69,3877.78,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3877.78
CUST-00294,Female,45-54,7,One year,Credit card,68.93,474.98,Fiber optic,0,Churned,Competitor offer,7-12 months,68.93,827.16,474.98
CUST-01384,Female,18-24,51,One year,Mailed check,40.51,2089.71,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2089.71
CUST-00401,Female,35-44,7,Month-to-month,Credit card,54.9,354.52,DSL,3,Stayed,Not churned,7-12 months,0.0,0.0,354.52
CUST-00123,Female,35-44,16,Month-to-month,Credit card,69.23,1106.23,Fiber optic,1,Churned,Price too high,13-24 months,69.23,830.76,1106.23
CUST-01208,Female,25-34,23,One year,Credit card,71.0,1634.27,Fiber optic,3,Stayed,Not churned,13-24 months,0.0,0.0,1634.27
CUST-00203,Female,25-34,13,Month-to-month,Electronic check,18.99,277.64,,1,Churned,Competitor offer,13-24 months,18.99,227.88,277.64
CUST-00836,Female,35-44,24,Month-to-month,Mailed check,71.59,1726.51,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1726.51
CUST-00247,Female,18-24,18,Month-to-month,Credit card,80.38,1462.82,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1462.82
CUST-01442,Female,45-54,26,Two year,Credit card,53.76,1401.62,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1401.62
CUST-01428,Male,65+,57,Month-to-month,Electronic check,61.55,3560.04,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3560.04
CUST-01154,Male,18-24,4,Month-to-month,Bank transfer,45.16,193.7,,0,Churned,Temporary need ended,0-6 months,45.16,541.92,193.7
CUST-00385,Male,25-34,27,Month-to-month,Credit card,91.83,2407.75,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2407.75
CUST-01342,Female,45-54,9,Month-to-month,Credit card,67.83,521.43,Fiber optic,1,Churned,Price too high,7-12 months,67.83,813.96,521.43
CUST-00855,Female,45-54,50,One year,Bank transfer,74.89,3756.04,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3756.04
CUST-00220,Male,25-34,5,One year,Mailed check,49.08,244.98,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,244.98
CUST-00642,Female,35-44,26,Two year,Credit card,52.09,1325.01,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1325.01
CUST-00002,Male,35-44,55,Two year,Bank transfer,76.95,4175.72,Fiber optic,3,Stayed,Not churned,49+ months,0.0,0.0,4175.72
CUST-00113,Male,35-44,28,One year,Bank transfer,28.49,783.41,,0,Stayed,Not churned,25-48 months,0.0,0.0,783.41
CUST-00699,Female,35-44,18,Two year,Bank transfer,34.59,646.86,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,646.86
CUST-01451,Female,55-64,32,Month-to-month,Credit card,50.23,1626.85,DSL,3,Stayed,Not churned,25-48 months,0.0,0.0,1626.85
CUST-00952,Male,65+,63,Two year,Credit card,31.4,2030.14,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,2030.14
CUST-01337,Female,65+,27,One year,Electronic check,59.61,1575.85,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,1575.85
CUST-01292,Female,65+,7,Month-to-month,Electronic check,52.58,357.77,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,357.77
CUST-01373,Male,55-64,21,Month-to-month,Electronic check,88.3,1900.98,Fiber optic,5,Stayed,Not churned,13-24 months,0.0,0.0,1900.98
