customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,streaming_plan,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-00005,Female,35-44,45,One year,Bank transfer,37.27,1677.19,Basic,1,Churned,Moved location,25-48 months,37.27,447.24,1677.19
CUST-01004,Male,65+,30,Month-to-month,Bank transfer,26.84,841.23,Premium,2,Churned,Price too high,25-48 months,26.84,322.08,841.23
CUST-01321,Female,55-64,1,One year,Electronic check,7.99,20.77,Basic,1,Stayed,Not churned,0-6 months,0.0,0.0,20.77
CUST-00264,Male,35-44,1,Month-to-month,Credit card,7.99,7.99,Mobile,1,Stayed,Not churned,0-6 months,0.0,0.0,7.99
CUST-01200,Female,45-54,45,One year,Credit card,18.47,886.42,Mobile,1,Churned,Competitor offer,25-48 months,18.47,221.64,886.42
CUST-01389,Male,55-64,33,Month-to-month,Electronic check,37.91,1280.85,Standard,2,Churned,Competitor offer,25-48 months,37.91,454.92,1280.85
CUST-00444,Female,45-54,64,Two year,Bank transfer,7.99,500.45,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,500.45
CUST-01003,Male,35-44,29,One year,Credit card,25.49,714.82,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,714.82
CUST-01078,Male,45-54,29,Month-to-month,Mailed check,19.14,533.8,Standard,1,Churned,Price too high,25-48 months,19.14,229.68,533.8
CUST-00838,Female,35-44,17,Month-to-month,Bank transfer,9.5,100.19,Standard,0,Churned,Temporary need ended,13-24 months,9.5,114.0,100.19
CUST-01359,Female,18-24,10,One year,Credit card,8.79,68.54,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,68.54
CUST-00305,Male,35-44,7,Month-to-month,Electronic check,39.99,288.45,Standard,0,Churned,Competitor offer,7-12 months,39.99,479.88,288.45
CUST-01190,Male,35-44,45,One year,Electronic check,21.92,1080.19,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,1080.19
CUST-00314,Male,18-24,31,Month-to-month,Bank transfer,18.11,529.03,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,529.03
CUST-00150,Female,45-54,8,Month-to-month,Credit card,36.98,264.07,Mobile,2,Churned,Price too high,7-12 months,36.98,443.76,264.07
CUST-01149,Male,35-44,19,One year,Electronic check,7.99,155.01,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,155.01
CUST-00575,Male,55-64,64,Two year,Mailed check,7.99,512.96,Basic,2,Stayed,Not churned,49+ months,0.0,0.0,512.96
CUST-00051,Male,65+,38,Month-to-month,Mailed check,23.19,821.72,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,821.72
CUST-01324,Female,25-34,11,Month-to-month,Electronic check,19.17,256.37,Premium,1,Churned,Competitor offer,7-12 months,19.17,230.04,256.37
CUST-00727,Female,25-34,9,Month-to-month,Bank transfer,32.72,337.27,Standard,0,Churned,Temporary need ended,7-12 months,32.72,392.64,337.27
CUST-00834,Female,45-54,31,Month-to-month,Credit card,39.06,1176.97,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1176.97
CUST-01116,Male,25-34,16,Month-to-month,Electronic check,26.1,435.18,Premium,0,Churned,Price too high,13-24 months,26.1,313.2,435.18
CUST-00471,Female,18-24,20,Month-to-month,Bank transfer,39.99,795.89,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,795.89
CUST-00972,Male,65+,8,One year,Credit card,20.57,154.61,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,154.61
CUST-00654,Male,55-64,41,Month-to-month,Electronic check,18.45,760.5,Basic,1,Churned,Competitor offer,25-48 months,18.45,221.4,760.5
CUST-00400,Male,45-54,58,One year,Mailed check,34.65,2086.36,Premium,3,Stayed,Not churned,49+ months,0.0,0.0,2086.36
CUST-00512,Female,18-24,13,Month-to-month,Electronic check,26.71,336.71,Premium,2,Churned,Competitor offer,13-24 months,26.71,320.52,336.71
CUST-00321,Male,25-34,58,One year,Credit card,7.99,445.93,Standard,2,Stayed,Not churned,49+ months,0.0,0.0,445.93
CUST-00020,Female,55-64,1,One year,Credit card,7.99,7.99,Basic,1,Churned,Moved location,0-6 months,7.99,95.88,7.99
CUST-00685,Male,45-54,12,One year,Electronic check,30.19,367.17,Premium,1,Churned,Product dissatisfaction,7-12 months,30.19,362.28,367.17
CUST-00036,Male,25-34,7,Month-to-month,Bank transfer,29.55,259.28,Basic,0,Churned,Price too high,7-12 months,29.55,354.6,259.28
CUST-00903,Female,35-44,27,Two year,Mailed check,7.99,207.45,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,207.45
CUST-00828,Female,18-24,20,Month-to-month,Credit card,7.99,183.84,Basic,1,Churned,Competitor offer,13-24 months,7.99,95.88,183.84
CUST-00408,Female,35-44,43,Two year,Credit card,15.04,646.16,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,646.16
CUST-00921,Male,25-34,57,Two year,Credit card,7.99,487.91,Mobile,0,Stayed,Not churned,49+ months,0.0,0.0,487.91
CUST-00538,Female,25-34,24,Month-to-month,Mailed check,36.84,855.66,Premium,3,Stayed,Not churned,13-24 months,0.0,0.0,855.66
CUST-00759,Male,25-34,15,Month-to-month,Bank transfer,19.16,253.73,Mobile,1,Stayed,Not churned,13-24 months,0.0,0.0,253.73
CUST-01063,Male,18-24,19,One year,Credit card,7.99,129.14,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,129.14
CUST-00246,Male,35-44,20,Month-to-month,Credit card,33.14,650.82,Standard,0,Churned,Temporary need ended,13-24 months,33.14,397.68,650.82
CUST-01128,Female,45-54,17,Two year,Bank transfer,7.99,142.61,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,142.61
CUST-00785,Female,25-34,47,Two year,Bank transfer,30.02,1354.44,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1354.44
CUST-00490,Male,45-54,15,Month-to-month,Electronic check,39.99,630.06,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,630.06
CUST-00155,Male,18-24,3,Month-to-month,Bank transfer,15.34,15.34,Basic,0,Churned,Competitor offer,0-6 months,15.34,184.08,15.34
CUST-00962,Male,55-64,4,Month-to-month,Credit card,24.61,129.0,Standard,0,Churned,Price too high,0-6 months,24.61,295.32,129.0
CUST-00854,Male,55-64,67,Two year,Bank transfer,20.59,1276.39,Premium,2,Stayed,Not churned,49+ months,0.0,0.0,1276.39
CUST-00626,Female,45-54,3,Month-to-month,Unknown,24.61,100.54,Basic,0,Churned,Price too high,0-6 months,24.61,295.32,100.54
CUST-00686,Male,55-64,31,One year,Mailed check,21.12,717.08,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,717.08
CUST-00570,Female,35-44,39,Two year,Credit card,15.15,534.33,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,534.33
CUST-01446,Female,25-34,29,Two year,Bank transfer,12.67,387.61,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,387.61
CUST-00018,Male,55-64,17,Month-to-month,Electronic check,33.85,570.75,Standard,2,Churned,Temporary need ended,13-24 months,33.85,406.2,570.75
CUST-00128,Male,35-44,2,Month-to-month,Bank transfer,27.62,79.83,Standard,0,Stayed,Not churned,0-6 months,0.0,0.0,79.83
CUST-01494,Female,35-44,66,Two year,Unknown,10.5,659.4,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,659.4
CUST-00928,Male,65+,26,One year,Credit card,29.88,748.19,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,748.19
CUST-00981,Female,25-34,46,Two year,Electronic check,11.55,495.76,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,495.76
CUST-01490,Female,55-64,54,One year,Electronic check,24.94,1364.37,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,1364.37
CUST-00191,Female,25-34,3,Month-to-month,Unknown,18.8,83.22,Premium,1,Stayed,Not churned,0-6 months,0.0,0.0,83.22
CUST-01140,Male,45-54,16,One year,Credit card,8.24,118.25,Basic,0,Churned,Competitor offer,13-24 months,8.24,98.88,118.25
CUST-00993,Female,45-54,16,One year,Bank transfer,7.99,95.45,Basic,3,Stayed,Not churned,13-24 months,0.0,0.0,95.45
CUST-01484,Female,55-64,1,One year,Credit card,39.99,39.99,Standard,0,Stayed,Not churned,0-6 months,0.0,0.0,39.99
CUST-01270,Female,45-54,57,Two year,Mailed check,23.2,1348.32,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,1348.32
CUST-00607,Female,55-64,39,Two year,Bank transfer,30.59,1235.76,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,1235.76
CUST-00181,Female,35-44,16,Month-to-month,Credit card,14.67,209.59,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,209.59
CUST-00302,Male,45-54,51,Two year,Credit card,7.99,427.69,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,427.69
CUST-00497,Male,65+,53,Two year,Credit card,29.25,1551.81,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1551.81
CUST-01311,Female,25-34,46,Month-to-month,Credit card,7.99,335.65,Mobile,1,Stayed,Not churned,25-48 months,0.0,0.0,335.65
CUST-01275,Female,35-44,29,One year,Credit card,31.88,983.25,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,983.25
CUST-01353,Female,25-34,22,Month-to-month,Electronic check,39.99,821.25,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,821.25
CUST-00518,Male,55-64,16,Month-to-month,Credit card,35.67,534.87,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,534.87
CUST-01070,Female,55-64,30,Two year,Mailed check,7.99,184.0,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,184.0
CUST-00477,Female,25-34,49,Two year,Credit card,11.12,596.4,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,596.4
CUST-00158,Male,25-34,7,Month-to-month,Bank transfer,30.13,200.15,Premium,3,Stayed,Not churned,7-12 months,0.0,0.0,200.15
CUST-01196,Male,35-44,4,Month-to-month,Credit card,30.86,146.12,Standard,3,Stayed,Not churned,0-6 months,0.0,0.0,146.12
CUST-00017,Female,45-54,27,One year,Bank transfer,15.85,504.2,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,504.2
CUST-01073,Female,25-34,27,One year,Electronic check,10.17,301.09,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,301.09
CUST-01497,Male,25-34,37,Month-to-month,Bank transfer,31.7,1204.87,Basic,0,Churned,Temporary need ended,25-48 months,31.7,380.4,1204.87
CUST-00547,Female,18-24,13,Month-to-month,Bank transfer,22.2,279.78,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,279.78
CUST-00659,Male,35-44,40,One year,Bank transfer,7.99,349.86,Basic,0,Churned,Product dissatisfaction,25-48 months,7.99,95.88,349.86
CUST-01244,Male,25-34,14,Month-to-month,Mailed check,33.16,448.9,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,448.9
CUST-01020,Female,45-54,10,Month-to-month,Electronic check,39.47,412.92,Premium,1,Churned,Competitor offer,7-12 months,39.47,473.64,412.92
CUST-01434,Male,35-44,72,Two year,Mailed check,11.15,775.09,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,775.09
CUST-00960,Male,35-44,9,Month-to-month,Mailed check,16.37,120.28,Mobile,1,Stayed,Not churned,7-12 months,0.0,0.0,120.28
CUST-01429,Male,45-54,21,Month-to-month,Electronic check,37.58,793.04,Standard,2,Churned,Price too high,13-24 months,37.58,450.96,793.04
CUST-00284,Female,45-54,37,Two year,Credit card,26.81,962.25,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,962.25
CUST-00798,Male,18-24,10,Month-to-month,Bank transfer,26.62,294.78,Standard,0,Churned,Competitor offer,7-12 months,26.62,319.44,294.78
CUST-00226,Female,18-24,26,Two year,Credit card,23.04,597.6,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,597.6
CUST-00027,Female,25-34,28,Two year,Electronic check,36.62,1009.8,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1009.8
CUST-00438,Male,55-64,19,One year,Bank transfer,22.89,416.66,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,416.66
CUST-01478,Male,18-24,29,Month-to-month,Credit card,19.57,583.47,Basic,2,Stayed,Not churned,25-48 months,0.0,0.0,583.47
CUST-00230,Male,45-54,11,Month-to-month,Credit card,39.99,438.52,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,438.52
CUST-00038,Female,45-54,46,Two year,Electronic check,7.99,408.13,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,408.13
CUST-00750,Male,25-34,51,Two year,Bank transfer,28.9,1464.92,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1464.92
CUST-01046,Male,35-44,10,Month-to-month,Credit card,26.44,251.92,Standard,2,Churned,Competitor offer,7-12 months,26.44,317.28,251.92
CUST-00470,Male,18-24,13,Month-to-month,Bank transfer,39.99,499.3,Premium,3,Stayed,Not churned,13-24 months,0.0,0.0,499.3
CUST-01470,Male,35-44,55,Two year,Electronic check,12.66,696.3,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,696.3
CUST-01493,Female,35-44,65,One year,Bank transfer,21.73,1435.04,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1435.04
CUST-00688,Female,45-54,20,Month-to-month,Bank transfer,19.47,402.82,Standard,0,Churned,Competitor offer,13-24 months,19.47,233.64,402.82
CUST-01398,Female,25-34,6,Month-to-month,Bank transfer,39.99,264.41,Premium,2,Churned,Competitor offer,0-6 months,39.99,479.88,264.41
CUST-00640,Female,55-64,22,Month-to-month,Mailed check,22.27,473.92,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,473.92
CUST-01314,Male,25-34,39,Two year,Credit card,33.89,1358.39,Standard,5,Churned,Poor customer support,25-48 months,33.89,406.68,1358.39
CUST-01219,Male,55-64,29,One year,Credit card,8.47,256.6,Mobile,2,Stayed,Not churned,25-48 months,0.0,0.0,256.6
CUST-01159,Male,25-34,28,Two year,Mailed check,7.99,237.9,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,237.9
CUST-00801,Male,55-64,51,Month-to-month,Electronic check,25.03,1346.75,Basic,2,Stayed,Not churned,49+ months,0.0,0.0,1346.75
CUST-00161,Female,45-54,50,Month-to-month,Bank transfer,18.57,910.07,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,910.07
CUST-00957,Male,35-44,64,Two year,Bank transfer,23.83,1584.98,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,1584.98
CUST-01187,Male,25-34,36,Month-to-month,Bank transfer,39.99,1415.87,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,1415.87
CUST-00822,Female,45-54,38,Month-to-month,Credit card,21.47,823.5,Standard,0,Churned,Price too high,25-48 months,21.47,257.64,823.5
CUST-01290,Female,65+,72,Two year,Credit card,12.55,929.58,Premium,4,Stayed,Not churned,49+ months,0.0,0.0,929.58
CUST-00878,Male,45-54,66,Two year,Bank transfer,7.99,570.65,Basic,2,Stayed,Not churned,49+ months,0.0,0.0,570.65
CUST-00914,Female,18-24,19,Two year,Credit card,7.99,205.99,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,205.99
CUST-00153,Female,25-34,21,One year,Bank transfer,7.99,167.71,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,167.71
CUST-01393,Female,45-54,22,One year,Bank transfer,16.91,339.89,Premium,0,Churned,Competitor offer,13-24 months,16.91,202.92,339.89
CUST-00510,Male,35-44,19,Month-to-month,Bank transfer,20.98,416.62,Premium,1,Churned,Temporary need ended,13-24 months,20.98,251.76,416.62
CUST-01136,Female,45-54,11,Month-to-month,Credit card,39.99,405.72,Premium,1,Stayed,Not churned,7-12 months,0.0,0.0,405.72
CUST-01251,Male,35-44,19,Month-to-month,Credit card,32.4,666.0,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,666.0
CUST-01277,Female,18-24,8,Month-to-month,Electronic check,35.67,212.15,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,212.15
CUST-00104,Female,35-44,15,Month-to-month,Bank transfer,36.94,570.2,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,570.2
CUST-00587,Female,25-34,30,Month-to-month,Electronic check,21.44,633.34,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,633.34
CUST-01348,Female,25-34,20,One year,Electronic check,17.8,346.51,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,346.51
CUST-01144,Male,45-54,53,Two year,Bank transfer,7.99,417.83,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,417.83
CUST-00054,Male,55-64,15,Month-to-month,Electronic check,32.49,448.19,Standard,0,Churned,Competitor offer,13-24 months,32.49,389.88,448.19
CUST-00152,Female,25-34,9,Month-to-month,Electronic check,28.29,204.43,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,204.43
CUST-00404,Male,18-24,25,Month-to-month,Credit card,7.99,153.41,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,153.41
CUST-01475,Female,35-44,25,One year,Credit card,13.59,324.53,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,324.53
CUST-00208,Male,25-34,35,One year,Credit card,19.2,585.25,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,585.25
CUST-01437,Female,45-54,12,Month-to-month,Electronic check,9.11,86.04,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,86.04
CUST-01123,Male,35-44,41,One year,Electronic check,10.53,431.73,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,431.73
CUST-01492,Female,55-64,26,One year,Bank transfer,25.96,675.59,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,675.59
CUST-00009,Male,45-54,9,One year,Bank transfer,15.39,168.3,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,168.3
CUST-01015,Male,45-54,30,One year,Credit card,9.39,251.92,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,251.92
CUST-01363,Male,65+,36,One year,Credit card,31.73,1184.81,Standard,3,Stayed,Not churned,25-48 months,0.0,0.0,1184.81
CUST-01061,Male,45-54,12,Month-to-month,Bank transfer,29.41,370.04,Mobile,1,Churned,Temporary need ended,7-12 months,29.41,352.92,370.04
CUST-00453,Female,45-54,21,One year,Bank transfer,30.57,628.52,Standard,1,Churned,Moved location,13-24 months,30.57,366.84,628.52
CUST-00254,Female,25-34,6,Month-to-month,Bank transfer,14.51,52.45,Basic,0,Stayed,Not churned,0-6 months,0.0,0.0,52.45
CUST-00897,Female,25-34,13,Month-to-month,Credit card,24.23,316.04,Premium,0,Stayed,Not churned,13-24 months,0.0,0.0,316.04
CUST-01328,Male,25-34,56,Two year,Credit card,23.64,1298.54,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,1298.54
CUST-00881,Female,55-64,9,Month-to-month,Credit card,39.99,358.06,Premium,3,Stayed,Not churned,7-12 months,0.0,0.0,358.06
CUST-00624,Female,35-44,41,Two year,Bank transfer,9.11,369.54,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,369.54
CUST-00346,Male,25-34,30,One year,Bank transfer,11.03,305.39,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,305.39
CUST-01306,Male,65+,6,Month-to-month,Credit card,32.19,168.32,Premium,2,Churned,Temporary need ended,0-6 months,32.19,386.28,168.32
CUST-00263,Female,25-34,34,Month-to-month,Electronic check,21.02,715.47,Basic,1,Churned,Price too high,25-48 months,21.02,252.24,715.47
CUST-00151,Male,18-24,1,One year,Credit card,38.06,38.06,Standard,1,Stayed,Not churned,0-6 months,0.0,0.0,38.06
CUST-00473,Female,25-34,43,One year,Bank transfer,7.99,332.74,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,332.74
CUST-00641,Female,55-64,31,Month-to-month,Bank transfer,31.49,933.87,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,933.87
CUST-01430,Male,35-44,20,Two year,Electronic check,11.37,268.63,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,268.63
CUST-00551,Male,35-44,38,Two year,Credit card,10.6,439.64,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,439.64
CUST-00929,Male,25-34,32,One year,Electronic check,28.47,924.83,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,924.83
CUST-00489,Male,35-44,7,Month-to-month,Electronic check,22.63,169.36,Standard,3,Stayed,Not churned,7-12 months,0.0,0.0,169.36
CUST-01376,Male,35-44,19,Month-to-month,Credit card,10.93,201.32,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,201.32
CUST-01172,Male,35-44,50,Two year,Credit card,22.07,1047.11,Premium,2,Churned,Moved location,49+ months,22.07,264.84,1047.11
CUST-00147,Male,25-34,57,Two year,Electronic check,7.99,497.5,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,497.5
CUST-00403,Female,45-54,59,Two year,Credit card,15.72,913.09,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,913.09
CUST-00955,Female,35-44,6,Month-to-month,Electronic check,15.0,67.15,Premium,2,Churned,Temporary need ended,0-6 months,15.0,180.0,67.15
CUST-01425,Male,35-44,2,Month-to-month,Credit card,11.53,11.67,Standard,2,Stayed,Not churned,0-6 months,0.0,0.0,11.67
CUST-00660,Male,45-54,38,Two year,Credit card,10.75,407.0,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,407.0
CUST-00464,Male,35-44,51,One year,Electronic check,31.83,1645.73,Basic,2,Stayed,Not churned,49+ months,0.0,0.0,1645.73
CUST-00187,Male,55-64,27,Month-to-month,Credit card,38.77,1091.96,Premium,0,Churned,Competitor offer,25-48 months,38.77,465.24,1091.96
CUST-01148,Male,35-44,2,Month-to-month,Electronic check,24.13,24.13,Basic,0,Churned,Competitor offer,0-6 months,24.13,289.56,24.13
CUST-01225,Female,35-44,16,One year,Credit card,39.99,640.47,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,640.47
CUST-00609,Female,25-34,42,Two year,Electronic check,7.99,318.45,Mobile,0,Churned,Moved location,25-48 months,7.99,95.88,318.45
CUST-00144,Female,45-54,18,Month-to-month,Credit card,7.99,60.35,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,60.35
CUST-00752,Male,55-64,72,Two year,Mailed check,8.83,694.48,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,694.48
CUST-00982,Male,55-64,13,Two year,Credit card,7.99,162.52,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,162.52
CUST-00198,Male,25-34,43,Two year,Bank transfer,25.11,1123.25,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,1123.25
CUST-00884,Female,35-44,7,Month-to-month,Credit card,28.75,168.58,Standard,0,Churned,Competitor offer,7-12 months,28.75,345.0,168.58
CUST-00280,Male,55-64,56,Two year,Credit card,7.99,495.19,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,495.19
CUST-00294,Female,45-54,37,One year,Credit card,7.99,295.49,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,295.49
CUST-01384,Female,18-24,4,One year,Mailed check,19.54,86.17,Standard,0,Stayed,Not churned,0-6 months,0.0,0.0,86.17
CUST-00401,Female,35-44,1,Month-to-month,Credit card,11.9,16.4,Premium,1,Stayed,Not churned,0-6 months,0.0,0.0,16.4
CUST-00123,Female,35-44,10,Month-to-month,Credit card,14.99,115.66,Basic,0,Churned,Price too high,7-12 months,14.99,179.88,115.66
CUST-01208,Female,25-34,40,One year,Credit card,16.03,645.23,Standard,1,Churned,Competitor offer,25-48 months,16.03,192.36,645.23
CUST-00203,Female,25-34,1,Month-to-month,Electronic check,14.24,14.24,Mobile,0,Stayed,Not churned,0-6 months,0.0,0.0,14.24
CUST-00836,Female,35-44,10,Month-to-month,Mailed check,21.94,217.01,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,217.01
CUST-00247,Female,18-24,11,Month-to-month,Credit card,19.26,166.09,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,166.09
CUST-01442,Female,45-54,64,Two year,Credit card,7.99,505.75,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,505.75
CUST-01428,Male,65+,50,Month-to-month,Electronic check,31.35,1565.25,Standard,1,Churned,Competitor offer,49+ months,31.35,376.2,1565.25
CUST-01154,Male,18-24,19,Month-to-month,Bank transfer,30.13,525.9,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,525.9
CUST-00385,Male,25-34,5,Month-to-month,Credit card,27.11,154.49,Standard,1,Churned,Temporary need ended,0-6 months,27.11,325.32,154.49
CUST-01342,Female,45-54,7,Month-to-month,Credit card,15.74,98.46,Standard,1,Churned,Temporary need ended,7-12 months,15.74,188.88,98.46
CUST-00855,Female,45-54,50,One year,Bank transfer,16.38,830.54,Basic,1,Stayed,Not churned,49+ months,0.0,0.0,830.54
CUST-00220,Male,25-34,4,One year,Mailed check,34.81,211.34,Basic,1,Stayed,Not churned,0-6 months,0.0,0.0,211.34
CUST-00642,Female,35-44,6,Two year,Credit card,30.37,211.01,Premium,2,Churned,Moved location,0-6 months,30.37,364.44,211.01
CUST-00002,Male,35-44,55,Two year,Bank transfer,18.44,957.67,Basic,3,Stayed,Not churned,49+ months,0.0,0.0,957.67
CUST-00113,Male,35-44,22,One year,Bank transfer,7.99,225.87,Mobile,1,Stayed,Not churned,13-24 months,0.0,0.0,225.87
CUST-00699,Female,35-44,18,Two year,Bank transfer,12.58,250.68,Premium,2,Stayed,Not churned,13-24 months,0.0,0.0,250.68
CUST-01451,Female,55-64,42,Month-to-month,Credit card,39.62,1678.57,Standard,3,Churned,Temporary need ended,25-48 months,39.62,475.44,1678.57
CUST-00952,Male,65+,28,Two year,Credit card,7.99,292.04,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,292.04
CUST-01337,Female,65+,19,One year,Electronic check,7.99,173.47,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,173.47
CUST-01292,Female,65+,26,Month-to-month,Electronic check,24.54,663.35,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,663.35
CUST-01373,Male,55-64,26,Month-to-month,Electronic check,33.07,892.0,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,892.0
CUST-00442,Male,35-44,44,Month-to-month,Bank transfer,7.99,373.99,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,373.99
CUST-01137,Male,65+,41,One year,Bank transfer,30.38,1306.76,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,1306.76
CUST-01257,Female,35-44,39,Two year,Electronic check,7.99,286.24,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,286.24
CUST-00664,Female,55-64,14,Month-to-month,Bank transfer,30.55,398.5,Premium,1,Churned,Competitor offer,13-24 months,30.55,366.6,398.5
CUST-01392,Female,45-54,24,One year,Bank transfer,15.59,401.93,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,401.93
CUST-01258,Female,55-64,24,Month-to-month,Bank transfer,16.49,416.67,Basic,2,Stayed,Not churned,13-24 months,0.0,0.0,416.67
CUST-01351,Male,45-54,53,One year,Credit card,23.6,1223.24,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1223.24
CUST-00318,Female,45-54,22,Month-to-month,Electronic check,20.85,492.87,Standard,3,Churned,Competitor offer,13-24 months,20.85,250.2,492.87
CUST-00649,Male,35-44,41,One year,Electronic check,15.69,618.77,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,618.77
CUST-00710,Male,55-64,23,Two year,Credit card,19.68,476.17,Premium,0,Stayed,Not churned,13-24 months,0.0,0.0,476.17
CUST-01283,Male,65+,28,Month-to-month,Bank transfer,7.99,255.48,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,255.48
