customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason
CUST-00095,Male,45-54,11,Month-to-month,Bank transfer,80.37,860.85,Fiber optic,0,Stayed,Not churned
CUST-01036,Male,55-64,54,Two year,Credit card,27.58,1481.49,DSL,2,Stayed,Not churned
CUST-00034,Male,25-34,4,Month-to-month,Credit card,64.86,272.93,Fiber optic,1,Stayed,Not churned
CUST-01115,Male,25-34,32,One year,Bank transfer,54.77,1769.91,DSL,2,Stayed,Not churned
CUST-00449,Female,25-34,17,One year,Electronic check,100.03,1715.18,Fiber optic,3,Stayed,Not churned
CUST-00446,Male,35-44,25,One year,Mailed check,54.48,1373.95,DSL,0,Stayed,Not churned
CUST-00772,Male,35-44,44,Two year,Credit card,26.74,1160.21,None,3,Stayed,Not churned
CUST-00717,Male,55-64,25,Month-to-month,Bank transfer,90.98,2263.38,Fiber optic,3,Stayed,Not churned
CUST-00907,Male,35-44,12,Month-to-month,Mailed check,68.13,814.03,Fiber optic,1,Churned,Temporary need ended
CUST-01243,Male,25-34,42,One year,Electronic check,50.94,2153.53,Fiber optic,0,Stayed,Not churned
CUST-01177,Male,35-44,14,One year,Bank transfer,18.99,290.3,None,2,Stayed,Not churned
CUST-01047,Female,18-24,30,Month-to-month,Credit card,46.31,1374.14,DSL,1,Stayed,Not churned
CUST-00078,Female,45-54,18,Month-to-month,Credit card,43.87,783.65,DSL,2,Stayed,Not churned
CUST-00085,Female,65+,19,One year,Electronic check,69.54,1339.92,Fiber optic,0,Churned,Competitor offer
CUST-01160,Female,45-54,42,One year,Electronic check,59.42,2536.1,DSL,0,Stayed,Not churned
CUST-00083,Female,45-54,9,Month-to-month,Electronic check,84.56,710.86,Fiber optic,0,Stayed,Not churned
CUST-00458,Female,35-44,38,One year,Electronic check,54.91,,Fiber optic,1,Stayed,Not churned
CUST-00939,Female,35-44,3,Month-to-month,Credit card,36.62,83.65,DSL,3,Stayed,Not churned
CUST-00677,Female,25-34,17,Month-to-month,Electronic check,41.79,745.46,DSL,0,Stayed,Not churned
CUST-01005,Male,25-34,10,Month-to-month,Credit card,79.42,752.86,Fiber optic,2,Churned,Price too high
CUST-01090,Female,45-54,17,Month-to-month,Electronic check,47.83,822.56,Fiber optic,0,Stayed,Not churned
CUST-00437,Female,25-34,44,Month-to-month,Mailed check,40.55,1806.63,DSL,0,Stayed,Not churned
CUST-00771,Female,25-34,24,One year,Credit card,64.55,1520.96,Fiber optic,0,Churned,Competitor offer
CUST-00645,Female,35-44,41,One year,Bank transfer,75.04,3021.03,Fiber optic,1,Stayed,Not churned
CUST-00842,Male,18-24,10,Month-to-month,Mailed check,76.7,793.71,Fiber optic,1,Churned,Competitor offer
CUST-00926,Female,55-64,13,Month-to-month,Bank transfer,85.89,1094.38,Fiber optic,1,Stayed,Not churned
CUST-01210,Male,25-34,16,Month-to-month,Mailed check,42.86,671.81,DSL,0,Stayed,Not churned
CUST-00405,Female,45-54,45,One year,Mailed check,63.28,,Fiber optic,1,Stayed,Not churned
CUST-01323,Male,45-54,39,One year,Electronic check,38.08,1517.81,DSL,0,Stayed,Not churned
CUST-01214,Male,35-44,15,Month-to-month,Mailed check,52.79,776.53,DSL,1,Stayed,Not churned
CUST-01099,Male,25-34,10,Month-to-month,Electronic check,109.11,1048.87,Fiber optic,0,Stayed,Not churned
CUST-00105,Male,18-24,15,Month-to-month,Electronic check,80.95,1230.35,Fiber optic,2,Stayed,Not churned
CUST-00610,Male,65+,52,Two year,Mailed check,71.97,3736.78,Fiber optic,1,Stayed,Not churned
CUST-01405,Male,35-44,30,Two year,Credit card,86.3,2590.11,Fiber optic,1,Stayed,Not churned
CUST-00689,Male,45-54,48,Month-to-month,Mailed check,36.31,1708.98,DSL,1,Stayed,Not churned
CUST-00969,Male,35-44,20,One year,Electronic check,58.27,1105.08,DSL,3,Stayed,Not churned
CUST-01332,Male,45-54,9,Month-to-month,Bank transfer,47.49,393.6,DSL,1,Stayed,Not churned
CUST-00063,Male,45-54,33,One year,Electronic check,47.44,1597.41,DSL,0,Stayed,Not churned
CUST-00282,Female,55-64,8,Month-to-month,Credit card,55.81,444.94,DSL,0,Churned,Temporary need ended
CUST-00779,Male,45-54,21,One year,Mailed check,23.66,534.28,None,0,Stayed,Not churned
CUST-01387,Male,35-44,52,Two year,Bank transfer,83.15,4283.25,Fiber optic,2,Churned,Moved location
CUST-00239,Male,35-44,27,One year,Bank transfer,67.09,1812.65,DSL,0,Stayed,Not churned
CUST-00224,Female,25-34,13,Month-to-month,Bank transfer,74.18,1001.33,Fiber optic,1,Stayed,Not churned
CUST-00146,Female,45-54,17,Month-to-month,Electronic check,78.88,1307.65,Fiber optic,1,Stayed,Not churned
CUST-01418,Female,55-64,15,Month-to-month,Electronic check,88.19,1268.79,Fiber optic,6,Stayed,Not churned
CUST-00374,Male,55-64,33,One year,Credit card,32.19,1078.62,None,1,Stayed,Not churned
CUST-01246,Male,45-54,32,Two year,Electronic check,74.11,2384.91,Fiber optic,1,Stayed,Not churned
CUST-00119,Male,35-44,13,Month-to-month,Credit card,83.21,1081.67,Fiber optic,2,Churned,Price too high
CUST-01142,Female,25-34,12,Month-to-month,Electronic check,62.37,811.08,Fiber optic,1,Churned,Competitor offer
CUST-00251,Female,35-44,2,Month-to-month,Bank transfer,86.63,176.67,Fiber optic,2,Churned,Temporary need ended
CUST-01465,Male,55-64,27,One year,Bank transfer,71.7,1959.39,Fiber optic,3,Churned,Product dissatisfaction
CUST-01226,Male,25-34,28,One year,Electronic check,36.81,983.09,None,1,Stayed,Not churned
CUST-01097,Female,25-34,30,Month-to-month,Bank transfer,39.16,1184.15,DSL,0,Stayed,Not churned
CUST-00010,Male,45-54,34,Month-to-month,Mailed check,74.03,2580.34,Fiber optic,2,Stayed,Not churned
CUST-00450,Female,35-44,32,Month-to-month,Electronic check,48.56,1561.58,DSL,0,Stayed,Not churned
CUST-01173,Male,45-54,45,Month-to-month,Electronic check,62.3,2801.9,Fiber optic,1,Stayed,Not churned
CUST-00709,Female,25-34,14,Month-to-month,Electronic check,66.36,918.16,DSL,1,Stayed,Not churned
CUST-00256,Male,55-64,8,Month-to-month,Electronic check,63.31,490.45,DSL,0,Stayed,Not churned
CUST-00594,Female,35-44,21,One year,Credit card,37.84,822.8,DSL,0,Stayed,Not churned
CUST-00390,Male,65+,72,One year,Electronic check,55.12,3902.83,DSL,2,Stayed,Not churned
CUST-01043,Female,55-64,12,Month-to-month,Electronic check,57.69,765.6,DSL,1,Churned,Price too high
CUST-01218,Male,65+,7,Month-to-month,Credit card,42.09,309.22,DSL,2,Stayed,Not churned
CUST-00558,Female,35-44,10,Month-to-month,Credit card,78.77,827.72,Fiber optic,0,Churned,Price too high
CUST-01350,Female,35-44,32,One year,Bank transfer,18.99,613.3,None,2,Stayed,Not churned
CUST-00859,Male,35-44,21,Month-to-month,Electronic check,34.85,791.49,None,3,Stayed,Not churned
CUST-00461,Female,25-34,27,Month-to-month,Bank transfer,60.51,1637.36,Fiber optic,1,Churned,Temporary need ended
CUST-00724,Male,25-34,2,Month-to-month,Bank transfer,75.24,140.98,Fiber optic,1,Stayed,Not churned
CUST-01401,Female,25-34,30,Month-to-month,Electronic check,69.03,2037.83,Fiber optic,0,Stayed,Not churned
CUST-00145,Female,18-24,14,Month-to-month,Electronic check,76.77,1080.31,DSL,1,Stayed,Not churned
CUST-00502,Male,25-34,68,Two year,Bank transfer,87.1,5902.79,Fiber optic,1,Stayed,Not churned
CUST-01113,Female,25-34,14,Month-to-month,Electronic check,72.38,1011.01,Fiber optic,1,Churned,Price too high
CUST-00740,Female,25-34,21,One year,Bank transfer,30.5,608.99,None,2,Stayed,Not churned
CUST-01404,Male,35-44,20,Month-to-month,Bank transfer,66.32,1390.19,Fiber optic,0,Churned,Temporary need ended
CUST-00732,Male,18-24,61,Two year,Bank transfer,49.27,3060.37,Fiber optic,2,Stayed,Not churned
CUST-00540,Female,25-34,15,Month-to-month,Mailed check,69.28,1077.87,DSL,0,Stayed,Not churned
CUST-00178,Female,35-44,71,Two year,Mailed check,57.23,4090.28,Fiber optic,2,Stayed,Not churned
CUST-01467,Male,45-54,20,Month-to-month,Mailed check,53.37,1060.02,DSL,0,Stayed,Not churned
CUST-00698,Male,55-64,24,One year,Credit card,65.36,1540.62,Fiber optic,0,Stayed,Not churned
CUST-01390,Female,55-64,29,Month-to-month,Bank transfer,72.49,2115.99,Fiber optic,2,Churned,Competitor offer
CUST-01316,Male,45-54,55,Month-to-month,Credit card,44.86,2465.65,None,0,Stayed,Not churned
CUST-00923,Male,45-54,25,One year,Mailed check,79.82,1968.61,Fiber optic,3,Stayed,Not churned
CUST-00919,Male,18-24,33,One year,Bank transfer,32.01,1044.09,DSL,2,Stayed,Not churned
CUST-00713,Female,18-24,41,One year,Credit card,32.63,1306.55,DSL,0,Stayed,Not churned
CUST-00008,Male,35-44,9,Month-to-month,Credit card,72.52,673.77,Fiber optic,1,Stayed,Not churned
CUST-00882,Male,55-64,48,One year,Bank transfer,68.36,3260.58,Fiber optic,2,Stayed,Not churned
CUST-00668,Female,25-34,8,Month-to-month,Credit card,78.35,590.58,DSL,3,Churned,Price too high
CUST-01176,Male,25-34,48,Two year,Credit card,74.38,3599.4,Fiber optic,3,Stayed,Not churned
CUST-00358,Male,35-44,6,Month-to-month,Mailed check,68.28,416.09,Fiber optic,1,Churned,Competitor offer
CUST-00784,Female,18-24,60,Two year,Electronic check,65.79,3926.37,Fiber optic,2,Stayed,Not churned
CUST-00736,Male,45-54,7,Month-to-month,Credit card,49.32,317.56,DSL,2,Stayed,Not churned
CUST-00330,Female,25-34,14,One year,Bank transfer,62.81,882.34,Fiber optic,1,Stayed,Not churned
CUST-01211,Female,45-54,15,Month-to-month,Credit card,80.05,1227.61,Fiber optic,0,Stayed,Not churned
CUST-01164,Male,45-54,6,Month-to-month,Bank transfer,51.61,282.91,DSL,0,Stayed,Not churned
CUST-01132,Female,45-54,7,Month-to-month,Bank transfer,78.8,527.77,Fiber optic,3,Churned,Competitor offer
CUST-00259,Male,25-34,1,Month-to-month,Bank transfer,37.83,37.83,DSL,0,Stayed,Not churned
CUST-01191,Female,35-44,37,One year,Credit card,63.92,2359.93,DSL,0,Stayed,Not churned
CUST-00373,Female,35-44,23,Month-to-month,,23.07,478.74,None,0,Stayed,Not churned
CUST-01118,Male,25-34,11,Month-to-month,Credit card,49.66,521.77,Fiber optic,0,Churned,Price too high
CUST-01058,Female,25-34,8,Month-to-month,Electronic check,83.22,642.78,Fiber optic,1,Stayed,Not churned
CUST-00143,Female,35-44,22,One year,Electronic check,71.45,1554.56,Fiber optic,0,Stayed,Not churned
CUST-00526,Female,25-34,8,Month-to-month,Bank transfer,29.82,262.96,None,0,Stayed,Not churned
CUST-01415,Male,25-34,33,Month-to-month,Bank transfer,45.97,1522.94,DSL,0,Stayed,Not churned
CUST-00233,Male,35-44,24,Month-to-month,Electronic check,43.41,,DSL,0,Churned,Temporary need ended
CUST-01271,Male,18-24,9,One year,Electronic check,84.42,743.19,Fiber optic,1,Stayed,Not churned
CUST-01443,Male,25-34,11,Month-to-month,Credit card,78.34,910.41,Fiber optic,2,Stayed,Not churned
CUST-00441,Female,18-24,14,Month-to-month,Bank transfer,85.14,1199.26,Fiber optic,1,Stayed,Not churned
CUST-00532,Male,35-44,59,Two year,Bank transfer,26.26,1451.21,None,0,Stayed,Not churned
CUST-01386,Female,65+,8,One year,Bank transfer,72.82,574.54,Fiber optic,0,Stayed,Not churned
CUST-00227,Male,35-44,14,Month-to-month,Mailed check,97.8,1369.62,Fiber optic,4,Churned,Poor customer support
CUST-01048,Female,35-44,37,One year,Credit card,78.23,2882.88,Fiber optic,2,Stayed,Not churned
CUST-00229,Male,55-64,17,Month-to-month,Electronic check,50.07,875.95,DSL,1,Stayed,Not churned
CUST-01299,Male,65+,15,Month-to-month,Mailed check,98.13,1461.9,Fiber optic,0,Stayed,Not churned
CUST-01317,Male,35-44,17,One year,Credit card,65.45,1076.34,Fiber optic,2,Stayed,Not churned
CUST-00213,Male,45-54,52,Month-to-month,Credit card,96.77,5028.06,Fiber optic,2,Churned,Temporary need ended
CUST-00886,Female,35-44,37,Two year,Bank transfer,18.99,679.75,None,1,Stayed,Not churned
CUST-00080,Female,35-44,66,Two year,Electronic check,69.04,4512.3,Fiber optic,2,Stayed,Not churned
CUST-00149,Female,45-54,41,One year,Electronic check,44.0,1791.1,DSL,2,Churned,Moved location
CUST-00815,Male,65+,7,Month-to-month,Bank transfer,52.2,393.05,Fiber optic,1,Stayed,Not churned
CUST-00924,Male,35-44,31,Month-to-month,Bank transfer,47.78,1457.79,DSL,1,Stayed,Not churned
CUST-00933,Male,65+,34,One year,Electronic check,62.87,2187.53,Fiber optic,2,Stayed,Not churned
CUST-00672,Male,18-24,24,Month-to-month,Bank transfer,47.67,1188.61,DSL,1,Stayed,Not churned
CUST-01171,Male,45-54,9,Month-to-month,Electronic check,55.98,471.21,DSL,2,Stayed,Not churned
CUST-00556,Female,45-54,20,One year,Electronic check,51.44,1005.63,DSL,0,Stayed,Not churned
CUST-01367,Male,35-44,15,Month-to-month,Electronic check,51.52,747.5,DSL,0,Stayed,Not churned
CUST-00134,Female,45-54,24,One year,Electronic check,74.6,1825.3,Fiber optic,0,Stayed,Not churned
CUST-01202,Female,65+,37,Month-to-month,Bank transfer,75.57,2835.28,Fiber optic,1,Stayed,Not churned
CUST-00824,Female,25-34,56,Month-to-month,Mailed check,27.01,1509.95,None,0,Stayed,Not churned
CUST-00409,Male,25-34,25,Month-to-month,Electronic check,42.54,1070.89,DSL,1,Churned,Competitor offer
CUST-00369,Female,25-34,12,Month-to-month,Bank transfer,41.33,490.37,DSL,1,Stayed,Not churned
CUST-00508,Male,45-54,9,Month-to-month,Electronic check,48.25,423.5,None,0,Stayed,Not churned
CUST-01198,Male,25-34,27,Month-to-month,Bank transfer,54.0,1509.12,DSL,1,Churned,Competitor offer
CUST-00505,Male,25-34,43,Two year,Electronic check,68.08,2919.44,Fiber optic,1,Stayed,Not churned
CUST-01352,Male,25-34,1,One year,Mailed check,73.16,99.9,Fiber optic,0,Stayed,Not churned
CUST-00348,Female,25-34,33,Month-to-month,Credit card,28.71,927.89,None,2,Stayed,Not churned
CUST-00387,Female,18-24,57,Month-to-month,Bank transfer,35.34,1983.14,DSL,1,Stayed,Not churned
CUST-00001,Female,35-44,45,One year,Bank transfer,48.94,2198.25,DSL,0,Churned,Product dissatisfaction
CUST-00361,Female,45-54,56,Two year,Electronic check,57.58,3196.66,Fiber optic,1,Stayed,Not churned
CUST-00895,Male,55-64,37,One year,Electronic check,50.2,1847.45,DSL,2,Stayed,Not churned
CUST-00829,Male,45-54,39,Two year,Bank transfer,18.99,763.7,DSL,0,Stayed,Not churned
CUST-01435,Female,45-54,34,Month-to-month,Bank transfer,60.14,2045.51,Fiber optic,2,Stayed,Not churned
CUST-00476,Male,65+,71,Two year,Bank transfer,18.99,1375.45,None,0,Stayed,Not churned
CUST-01300,Male,25-34,13,One year,Credit card,48.01,596.51,DSL,3,Stayed,Not churned
CUST-00058,Female,35-44,2,Month-to-month,Electronic check,65.12,95.12,DSL,0,Stayed,Not churned
CUST-00638,Female,45-54,4,Month-to-month,Credit card,54.38,228.9,DSL,0,Stayed,Not churned
CUST-01326,Female,55-64,56,Two year,Bank transfer,69.89,3868.64,Fiber optic,1,Stayed,Not churned
CUST-01421,Female,25-34,8,Month-to-month,Credit card,79.29,641.47,Fiber optic,1,Stayed,Not churned
CUST-00974,Female,45-54,20,One year,Electronic check,52.03,1040.52,Fiber optic,2,Churned,Competitor offer
CUST-00173,Male,55-64,8,Month-to-month,Electronic check,61.6,483.19,Fiber optic,1,Churned,Temporary need ended
CUST-00451,Male,18-24,13,Month-to-month,Bank transfer,81.56,1056.47,DSL,1,Stayed,Not churned
CUST-00126,Female,45-54,33,One year,Electronic check,35.65,1184.54,DSL,0,Stayed,Not churned
CUST-01001,Female,55-64,37,One year,Bank transfer,36.99,1399.54,Fiber optic,0,Stayed,Not churned
CUST-00531,Male,25-34,22,Month-to-month,Credit card,48.69,1037.45,DSL,2,Stayed,Not churned
CUST-00858,Female,18-24,16,One year,Mailed check,80.59,1285.36,Fiber optic,0,Stayed,Not churned
CUST-00714,Female,65+,12,One year,Electronic check,29.12,354.56,DSL,1,Stayed,Not churned
CUST-00091,Female,45-54,7,Month-to-month,Bank transfer,64.81,437.53,Fiber optic,0,Stayed,Not churned
CUST-01471,Male,35-44,60,Two year,Electronic check,44.1,2651.81,DSL,0,Stayed,Not churned
CUST-00182,Female,65+,16,Month-to-month,Credit card,102.46,1693.97,Fiber optic,2,Stayed,Not churned
CUST-00876,Female,25-34,12,Month-to-month,Electronic check,74.11,896.06,Fiber optic,0,Churned,Competitor offer
CUST-01027,Male,25-34,7,Month-to-month,Electronic check,69.77,512.92,Fiber optic,2,Churned,Competitor offer
CUST-00787,Male,65+,4,One year,Mailed check,18.99,51.82,None,0,Stayed,Not churned
CUST-00415,Male,35-44,30,One year,Credit card,72.95,2199.44,Fiber optic,1,Stayed,Not churned
CUST-00252,Female,25-34,7,Month-to-month,Bank transfer,91.21,656.45,Fiber optic,0,Churned,Competitor offer
CUST-00070,Male,35-44,20,One year,Electronic check,76.43,1513.09,Fiber optic,2,Stayed,Not churned
CUST-00804,Male,25-34,43,Two year,Electronic check,67.0,2882.91,Fiber optic,0,Churned,Moved location
CUST-00132,Female,35-44,46,Two year,Credit card,44.72,1995.68,DSL,0,Stayed,Not churned
CUST-00301,Female,65+,4,Month-to-month,Credit card,43.43,214.96,DSL,0,Churned,Temporary need ended
CUST-01037,Female,45-54,36,Two year,Credit card,64.82,2402.91,Fiber optic,0,Stayed,Not churned
CUST-00327,Male,18-24,38,Two year,Electronic check,18.99,697.51,None,0,Stayed,Not churned
CUST-01485,Female,35-44,13,Month-to-month,Credit card,81.97,1066.24,Fiber optic,0,Stayed,Not churned
CUST-01182,Female,55-64,8,One year,Bank transfer,73.3,511.9,Fiber optic,0,Churned,Product dissatisfaction
CUST-00500,Male,25-34,34,One year,Bank transfer,37.99,1313.6,DSL,0,Churned,Product dissatisfaction
CUST-00342,Female,35-44,19,One year,Mailed check,66.64,1252.09,DSL,1,Stayed,Not churned
CUST-00833,Female,45-54,38,Two year,Credit card,45.86,1763.26,DSL,0,Stayed,Not churned
CUST-00365,Male,65+,43,Two year,Credit card,65.38,2805.23,Fiber optic,2,Stayed,Not churned
CUST-00496,Female,45-54,5,Month-to-month,Electronic check,62.27,285.53,Fiber optic,2,Churned,Temporary need ended
CUST-01447,Male,35-44,11,Month-to-month,Bank transfer,79.65,818.55,DSL,3,Churned,Temporary need ended
CUST-00339,Female,55-64,39,One year,Credit card,80.71,3148.0,Fiber optic,3,Stayed,Not churned
CUST-00422,Male,18-24,52,One year,Electronic check,83.98,4376.4,Fiber optic,2,Stayed,Not churned
CUST-00165,Female,65+,9,Month-to-month,Electronic check,70.39,576.55,Fiber optic,2,Churned,Price too high
CUST-00029,Male,55-64,23,One year,Bank transfer,28.43,663.14,DSL,0,Stayed,Not churned
CUST-00517,Female,35-44,13,Month-to-month,Credit card,51.65,685.29,DSL,1,Stayed,Not churned
CUST-00194,Male,25-34,26,Month-to-month,Bank transfer,22.34,614.71,None,1,Stayed,Not churned
CUST-01146,Male,35-44,38,One year,Credit card,49.47,1900.86,DSL,1,Stayed,Not churned
CUST-01381,Female,35-44,8,Month-to-month,Credit card,70.53,578.47,Fiber optic,1,Churned,Competitor offer
CUST-00946,Female,25-34,3,Month-to-month,Credit card,77.25,157.41,DSL,1,Churned,Temporary need ended
CUST-01380,Male,25-34,46,Month-to-month,Bank transfer,70.91,3308.55,Fiber optic,1,Stayed,Not churned
CUST-00170,Male,55-64,9,Month-to-month,Electronic check,65.48,614.99,Fiber optic,1,Stayed,Not churned
CUST-00168,Female,55-64,10,Month-to-month,Electronic check,35.5,388.14,None,0,Stayed,Not churned
CUST-00653,Male,45-54,38,Two year,Mailed check,49.3,1894.11,Fiber optic,0,Stayed,Not churned
CUST-00174,Female,55-64,13,Month-to-month,Credit card,31.65,396.41,DSL,2,Stayed,Not churned
CUST-00519,Male,18-24,14,Month-to-month,Bank transfer,25.61,356.79,None,1,Stayed,Not churned
CUST-01231,Male,45-54,24,One year,Electronic check,72.39,1712.01,Fiber optic,1,Stayed,Not churned
CUST-01197,Male,45-54,7,Month-to-month,Bank transfer,64.78,481.08,Fiber optic,1,Churned,Competitor offer
CUST-00913,Male,35-44,2,Month-to-month,Electronic check,71.75,188.17,Fiber optic,2,Churned,Temporary need ended
CUST-00492,Male,25-34,52,One year,Bank transfer,74.15,3853.41,Fiber optic,2,Stayed,Not churned
CUST-00954,Male,35-44,20,Month-to-month,Bank transfer,56.53,1072.46,Fiber optic,1,Stayed,Not churned
CUST-00074,Male,55-64,54,Month-to-month,Electronic check,83.87,4528.51,Fiber optic,1,Stayed,Not churned
CUST-01272,Male,25-34,58,Two year,Electronic check,18.99,1117.97,None,1,Stayed,Not churned
CUST-00588,Female,45-54,33,One year,Credit card,67.0,2206.56,Fiber optic,0,Stayed,Not churned
CUST-00751,Female,25-34,41,Two year,Bank transfer,61.46,2516.45,Fiber optic,0,Stayed,Not churned
CUST-00658,Female,35-44,44,Month-to-month,Electronic check,71.86,3163.02,Fiber optic,0,Stayed,Not churned
CUST-00843,Female,18-24,28,Month-to-month,Credit card,56.69,1590.8,Fiber optic,3,Churned,Competitor offer
CUST-00235,Female,25-34,7,Month-to-month,Bank transfer,99.04,703.04,Fiber optic,2,Churned,Competitor offer
CUST-00733,Male,55-64,6,Month-to-month,Electronic check,29.67,165.38,None,1,Churned,Competitor offer
CUST-00215,Male,18-24,8,Month-to-month,Bank transfer,45.19,383.8,DSL,2,Stayed,Not churned
CUST-00163,Male,55-64,28,Month-to-month,Bank transfer,85.39,2384.65,Fiber optic,4,Churned,Technical issues
CUST-00133,Female,45-54,34,Two year,Electronic check,48.68,1630.52,DSL,0,Stayed,Not churned
CUST-01119,Female,55-64,12,Month-to-month,Bank transfer,58.07,658.06,DSL,0,Stayed,Not churned
CUST-00223,Female,25-34,10,Month-to-month,Credit card,71.74,705.06,Fiber optic,0,Churned,Temporary need ended
CUST-01245,Male,45-54,19,Month-to-month,Credit card,76.41,1393.13,Fiber optic,1,Stayed,Not churned
CUST-00935,Female,65+,10,Month-to-month,Bank transfer,35.66,394.51,None,0,Churned,Price too high
CUST-00186,Male,55-64,14,Month-to-month,Bank transfer,56.79,768.77,DSL,0,Stayed,Not churned
CUST-00042,Female,25-34,22,Two year,Bank transfer,60.49,1335.8,Fiber optic,1,Stayed,Not churned
CUST-00693,Female,45-54,26,One year,Electronic check,53.49,1452.66,DSL,2,Stayed,Not churned
CUST-00109,Female,25-34,8,One year,Mailed check,67.7,580.52,Fiber optic,3,Stayed,Not churned
CUST-00039,Male,25-34,13,Month-to-month,Credit card,89.93,1246.41,Fiber optic,1,Stayed,Not churned
CUST-00569,Male,25-34,25,One year,Mailed check,69.39,1735.49,Fiber optic,1,Stayed,Not churned
CUST-01273,Male,55-64,11,Month-to-month,Credit card,63.45,707.67,DSL,2,Churned,Competitor offer
CUST-01286,Male,25-34,37,One year,Mailed check,60.4,2232.27,DSL,0,Stayed,Not churned
CUST-01462,Male,35-44,11,Month-to-month,Mailed check,56.11,657.76,Fiber optic,3,Stayed,Not churned
CUST-00484,Male,35-44,26,Two year,Electronic check,76.39,1972.74,Fiber optic,2,Churned,Product dissatisfaction
CUST-00469,Female,35-44,12,Two year,Mailed check,18.99,236.28,None,1,Churned,Moved location
CUST-00891,Male,35-44,12,One year,Credit card,67.49,772.32,Fiber optic,0,Stayed,Not churned
CUST-00948,Male,25-34,22,One year,Electronic check,54.01,1217.72,Fiber optic,4,Churned,Technical issues
CUST-00025,Female,35-44,15,Month-to-month,Electronic check,82.67,1210.8,Fiber optic,1,Stayed,Not churned
CUST-01028,Male,65+,4,Month-to-month,Credit card,18.99,79.67,None,0,Stayed,Not churned
CUST-01209,Female,18-24,8,Month-to-month,Electronic check,75.62,554.31,Fiber optic,0,Churned,Competitor offer
CUST-00069,Female,45-54,41,Month-to-month,Credit card,85.49,3501.38,Fiber optic,3,Churned,Competitor offer
CUST-00885,Male,25-34,40,Two year,Electronic check,18.99,747.46,None,0,Stayed,Not churned
CUST-01284,Female,45-54,25,Month-to-month,Credit card,42.35,1111.64,DSL,2,Stayed,Not churned
CUST-00367,Male,18-24,7,Month-to-month,Bank transfer,60.11,351.44,Fiber optic,1,Stayed,Not churned
CUST-00506,Female,45-54,46,One year,Credit card,52.06,2413.44,DSL,0,Churned,Competitor offer
CUST-00851,Female,45-54,15,Month-to-month,Electronic check,91.69,1389.65,Fiber optic,1,Stayed,Not churned
CUST-01335,Male,35-44,10,Month-to-month,Electronic check,67.55,704.36,Fiber optic,0,Stayed,Not churned
CUST-00384,Male,45-54,5,Month-to-month,Credit card,78.12,409.54,Fiber optic,1,Churned,Temporary need ended
CUST-00735,Female,45-54,6,Month-to-month,Bank transfer,81.75,552.37,Fiber optic,0,Stayed,Not churned
CUST-00718,Male,25-34,16,Month-to-month,Electronic check,80.34,1258.54,Fiber optic,0,Stayed,Not churned
CUST-01355,Female,25-34,38,One year,Bank transfer,83.95,3169.65,Fiber optic,0,Churned,Product dissatisfaction
CUST-00455,Female,65+,48,Two year,Bank transfer,18.99,936.27,None,0,Stayed,Not churned
CUST-00265,Male,25-34,1,Two year,Bank transfer,49.69,49.69,DSL,0,Stayed,Not churned
CUST-00076,Male,25-34,60,Two year,Credit card,78.5,4646.71,Fiber optic,1,Stayed,Not churned
CUST-00445,Male,45-54,56,Two year,Electronic check,39.81,2248.85,DSL,1,Stayed,Not churned
CUST-00396,Male,45-54,32,Two year,Credit card,78.63,2481.02,Fiber optic,2,Stayed,Not churned
CUST-00177,Male,18-24,9,One year,Credit card,34.77,256.75,DSL,0,Stayed,Not churned
CUST-01330,Female,18-24,37,Two year,Bank transfer,66.03,2431.17,DSL,0,Stayed,Not churned
CUST-01068,Female,25-34,47,Two year,Electronic check,18.99,865.41,DSL,0,Stayed,Not churned
CUST-01051,Male,35-44,56,Two year,Credit card,18.99,1024.77,None,3,Stayed,Not churned
CUST-00596,Female,45-54,53,One year,Bank transfer,80.89,4273.04,Fiber optic,2,Stayed,Not churned
CUST-00062,Female,25-34,10,Month-to-month,Credit card,75.01,713.71,Fiber optic,0,Stayed,Not churned
CUST-00873,Male,45-54,28,Month-to-month,Bank transfer,63.95,1787.75,DSL,3,Stayed,Not churned
CUST-01135,Male,45-54,1,One year,Credit card,33.5,33.5,DSL,2,Churned,Product dissatisfaction
CUST-01426,Male,55-64,49,Month-to-month,Electronic check,89.96,4474.12,Fiber optic,4,Churned,Poor customer support
CUST-00279,Male,25-34,24,Month-to-month,Credit card,34.55,828.08,DSL,2,Stayed,Not churned
CUST-00037,Female,25-34,48,Month-to-month,Bank transfer,52.42,2517.16,DSL,0,Stayed,Not churned
CUST-00663,Male,35-44,26,Month-to-month,Credit card,60.37,1573.84,Fiber optic,1,Stayed,Not churned
CUST-01371,Male,55-64,20,Month-to-month,Credit card,56.01,1106.9,DSL,2,Stayed,Not churned
CUST-01102,Male,18-24,49,Month-to-month,Credit card,75.31,3703.75,Fiber optic,2,Churned,Competitor offer
CUST-00978,Female,45-54,38,One year,Electronic check,40.68,1581.99,DSL,0,Stayed,Not churned
CUST-00739,Female,18-24,20,One year,Credit card,72.14,1396.52,Fiber optic,2,Stayed,Not churned
CUST-00192,Male,35-44,20,Two year,Bank transfer,31.81,629.22,DSL,1,Stayed,Not churned
